symbol,t_entry,event_id,t_signal,entry_price,direction,t_entry_idx,mode,atr_entry,tp,sl,check_ok,src_ohlcv,src_events,y,ret,exit_idx,exit_time,exit_reason,bars_held,holding_bars
pep,2011-05-31 00:00:00+00:00,PEP_EVT_20110531_000000_0,2011-05-27 00:00:00+00:00,50.2428,1,189,timestamp,0.5628229678899779,51.36844593577996,49.67997703211002,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.012202062144028303,191,2011-06-02 00:00:00+00:00,SL,2,2
pep,2012-02-23 00:00:00+00:00,PEP_EVT_20120223_000000_1,2012-02-22 00:00:00+00:00,45.9509,-1,374,timestamp,0.567255270664309,44.81638945867138,46.51815527066431,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.005415582719816236,384,2012-03-08 00:00:00+00:00,TIMEOUT,10,10
pep,2012-03-02 00:00:00+00:00,PEP_EVT_20120302_000000_2,2012-03-01 00:00:00+00:00,45.8548,-1,380,timestamp,0.5168915452561857,44.821016909487625,46.37169154525618,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.012272354153898601,385,2012-03-09 00:00:00+00:00,SL,5,5
pep,2012-11-15 00:00:00+00:00,PEP_EVT_20121115_000000_3,2012-11-14 00:00:00+00:00,50.7095,-1,558,timestamp,0.5438204367274182,49.62185912654516,51.25332043672741,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.011724231884112535,561,2012-11-20 00:00:00+00:00,SL,3,3
pep,2013-02-06 00:00:00+00:00,PEP_EVT_20130206_000000_4,2013-02-05 00:00:00+00:00,54.6955,1,613,timestamp,0.4485711243045933,55.59264224860919,54.24692887569541,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.00920124369106401,616,2013-02-11 00:00:00+00:00,SL,3,3
pep,2013-03-15 00:00:00+00:00,PEP_EVT_20130315_000000_5,2013-03-14 00:00:00+00:00,58.067,1,639,timestamp,0.5180580128957711,59.10311602579154,57.54894198710423,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.009921728570371657,642,2013-03-20 00:00:00+00:00,SL,3,3
pep,2013-08-28 00:00:00+00:00,PEP_EVT_20130828_000000_6,2013-08-27 00:00:00+00:00,60.0796,-1,754,timestamp,0.7647495653162025,58.5501008693676,60.8443495653162,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.013728939029490905,756,2013-08-30 00:00:00+00:00,SL,2,2
pep,2014-07-24 00:00:00+00:00,PEP_EVT_20140724_000000_7,2014-07-23 00:00:00+00:00,71.7193,1,981,timestamp,0.7910443389402886,73.30138867788058,70.92825566105972,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.012029727548097724,984,2014-07-29 00:00:00+00:00,SL,3,3
pep,2014-10-09 00:00:00+00:00,PEP_EVT_20141009_000000_8,2014-10-08 00:00:00+00:00,75.3623,1,1035,timestamp,0.7176738382290679,76.79764767645814,74.64462616177093,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.010522982157246674,1036,2014-10-10 00:00:00+00:00,SL,1,1
pep,2015-09-11 00:00:00+00:00,PEP_EVT_20150911_000000_9,2015-09-10 00:00:00+00:00,73.735,-1,1267,timestamp,1.568834821573591,70.59733035685282,75.30383482157359,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.022276664020798642,1270,2015-09-16 00:00:00+00:00,SL,3,3
pep,2015-10-16 00:00:00+00:00,PEP_EVT_20151016_000000_10,2015-10-15 00:00:00+00:00,80.1641,1,1292,timestamp,1.2359200430070012,82.635940086014,78.928179956993,True,PEP_1d_15y.parquet,PEP_events.csv,1,0.02983475129158808,1296,2015-10-22 00:00:00+00:00,TP,4,4
pep,2015-10-30 00:00:00+00:00,PEP_EVT_20151030_000000_11,2015-10-29 00:00:00+00:00,83.2354,1,1302,timestamp,1.193362258245526,85.62212451649106,82.04203774175447,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.015337196171887557,1303,2015-11-02 00:00:00+00:00,SL,1,1
pep,2015-12-14 00:00:00+00:00,PEP_EVT_20151214_000000_12,2015-12-11 00:00:00+00:00,80.1092,-1,1332,timestamp,1.1092907155301304,77.89061856893974,81.21849071553014,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.01484723247180264,1333,2015-12-15 00:00:00+00:00,SL,1,1
pep,2016-03-29 00:00:00+00:00,PEP_EVT_20160329_000000_13,2016-03-28 00:00:00+00:00,83.1168,1,1403,timestamp,1.038490096135572,85.19378019227113,82.07830990386442,True,PEP_1d_15y.parquet,PEP_events.csv,1,0.023988692926954935,1406,2016-04-01 00:00:00+00:00,TP,3,3
pep,2016-04-18 00:00:00+00:00,PEP_EVT_20160418_000000_14,2016-04-15 00:00:00+00:00,85.6834,1,1417,timestamp,1.0459206228184024,87.7752412456368,84.6374793771816,True,PEP_1d_15y.parquet,PEP_events.csv,0,-0.01320680578523259,1419,2016-04-20 00:00:00+00:00,SL,2,2
