symbol,t_entry,event_id,t_signal,entry_price,direction,t_entry_idx,mode,atr_entry,tp,sl,check_ok,src_ohlcv,src_events,y,ret,exit_idx,exit_time,exit_reason,bars_held,holding_bars
amzn,2011-03-07 00:00:00+00:00,AMZN_EVT_20110307_000000_0,2011-03-04 00:00:00+00:00,8.5925,-1,130,timestamp,0.2189913452179106,8.154517309564177,8.81149134521791,True,AMZN_1d_15y.parquet,AMZN_events.csv,1,0.04997267273038375,136,2011-03-15 00:00:00+00:00,TP,6,6
amzn,2011-03-18 00:00:00+00:00,AMZN_EVT_20110318_000000_1,2011-03-17 00:00:00+00:00,8.063,-1,139,timestamp,0.2298674084687428,7.603265183062515,8.292867408468743,True,AMZN_1d_15y.parquet,AMZN_events.csv,0,-0.029508918326769495,142,2011-03-23 00:00:00+00:00,SL,3,3
amzn,2011-06-17 00:00:00+00:00,AMZN_EVT_20110617_000000_2,2011-06-16 00:00:00+00:00,9.3255,-1,202,timestamp,0.2439792455201915,8.837541508959617,9.569479245520192,True,AMZN_1d_15y.parquet,AMZN_events.csv,0,-0.027162591337750563,204,2011-06-21 00:00:00+00:00,SL,2,2
amzn,2011-07-20 00:00:00+00:00,AMZN_EVT_20110720_000000_3,2011-07-19 00:00:00+00:00,11.0015,1,224,timestamp,0.2610227987426955,11.523545597485391,10.740477201257304,True,AMZN_1d_15y.parquet,AMZN_events.csv,0,-0.02472610996161395,225,2011-07-21 00:00:00+00:00,SL,1,1
amzn,2011-12-23 00:00:00+00:00,AMZN_EVT_20111223_000000_4,2011-12-22 00:00:00+00:00,8.961,-1,334,timestamp,0.3733897136709049,8.21422057265819,9.334389713670904,True,AMZN_1d_15y.parquet,AMZN_events.csv,0,-0.0016695681285571187,344,2012-01-10 00:00:00+00:00,TIMEOUT,10,10
amzn,2012-11-01 00:00:00+00:00,AMZN_EVT_20121101_000000_5,2012-10-31 00:00:00+00:00,11.7115,-1,548,timestamp,0.3287705488435092,11.05395890231298,12.040270548843507,True,AMZN_1d_15y.parquet,AMZN_events.csv,1,0.05514490865277888,558,2012-11-15 00:00:00+00:00,TP,10,10
amzn,2012-12-19 00:00:00+00:00,AMZN_EVT_20121219_000000_6,2012-12-18 00:00:00+00:00,13.065,1,581,timestamp,0.2762099003257476,13.617419800651495,12.788790099674252,True,AMZN_1d_15y.parquet,AMZN_events.csv,0,-0.02214120936285857,583,2012-12-21 00:00:00+00:00,SL,2,2
amzn,2013-01-25 00:00:00+00:00,AMZN_EVT_20130125_000000_7,2013-01-24 00:00:00+00:00,13.75,1,605,timestamp,0.27050986829341,14.29101973658682,13.47949013170659,True,AMZN_1d_15y.parquet,AMZN_events.csv,0,-0.020673444966793353,607,2013-01-29 00:00:00+00:00,SL,2,2
amzn,2013-07-22 00:00:00+00:00,AMZN_EVT_20130722_000000_8,2013-07-19 00:00:00+00:00,15.4625,1,727,timestamp,0.2783253753150272,16.019150750630054,15.184174624684973,True,AMZN_1d_15y.parquet,AMZN_events.csv,0,-0.019000024272596727,728,2013-07-23 00:00:00+00:00,SL,1,1
amzn,2013-11-15 00:00:00+00:00,AMZN_EVT_20131115_000000_9,2013-11-14 00:00:00+00:00,18.3815,1,810,timestamp,0.4381772064230982,19.2578544128462,17.9433227935769,True,AMZN_1d_15y.parquet,AMZN_events.csv,1,0.04667589222023227,818,2013-11-27 00:00:00+00:00,TP,8,8
